~~~~~~~~time~~~~~~~~,temperature,humidity,humidex
2018/06/16 06:07:43,22.9,47.4%,24.7
2018/06/16 06:12:43,22.9,47.5%,24.7
2018/06/16 06:17:43,22.9,47.4%,24.7
2018/06/16 06:22:43,22.9,47.4%,24.7
2018/06/16 06:27:43,22.9,47.5%,24.7
2018/06/16 06:32:43,22.9,47.5%,24.7
2018/06/16 06:37:43,22.9,47.5%,24.7
2018/06/16 06:42:43,22.9,47.5%,24.7
2018/06/16 06:47:43,22.9,47.5%,24.7
2018/06/16 06:52:43,22.9,47.5%,24.7
2018/06/16 06:57:43,22.9,47.5%,24.7
2018/06/16 07:02:43,22.9,47.5%,24.7
2018/06/16 07:07:43,22.9,47.5%,24.7
2018/06/16 07:12:44,22.9,47.6%,24.7
2018/06/16 07:17:44,22.9,47.6%,24.7
2018/06/16 07:22:44,22.9,47.6%,24.7
2018/06/16 07:27:44,22.9,47.6%,24.7
2018/06/16 07:32:44,22.9,47.6%,24.7
2018/06/16 07:37:44,22.9,47.7%,24.8
2018/06/16 07:42:44,22.9,47.7%,24.8
2018/06/16 07:47:44,22.9,47.7%,24.8
2018/06/16 07:52:44,22.9,47.7%,24.8
2018/06/16 07:57:44,22.9,47.7%,24.8
2018/06/16 08:02:44,22.9,47.7%,24.8
2018/06/16 08:07:44,22.9,47.7%,24.8
2018/06/16 08:12:44,22.9,47.8%,24.8
2018/06/16 08:17:44,22.9,47.8%,24.8
2018/06/16 08:22:44,22.9,47.8%,24.8
2018/06/16 08:27:44,22.9,47.8%,24.8
2018/06/16 08:32:44,22.9,47.8%,24.8
2018/06/16 08:37:44,22.8,47.7%,24.6
2018/06/16 08:42:44,22.9,47.8%,24.8
2018/06/16 08:47:44,22.9,47.8%,24.8
2018/06/16 08:52:44,22.8,47.8%,24.6
2018/06/16 08:57:44,22.9,47.8%,24.8
2018/06/16 09:02:44,22.9,47.9%,24.8
2018/06/16 09:07:44,22.9,47.9%,24.8
2018/06/16 09:12:44,22.9,47.9%,24.8
2018/06/16 09:17:44,22.9,47.9%,24.8
2018/06/16 09:22:44,22.8,47.8%,24.6
2018/06/16 09:27:44,22.9,47.9%,24.8
2018/06/16 09:32:44,22.9,47.9%,24.8
2018/06/16 09:37:45,22.9,47.9%,24.8
2018/06/16 09:42:45,22.9,47.9%,24.8
2018/06/16 09:47:45,22.9,47.9%,24.8
2018/06/16 09:52:45,22.9,47.9%,24.8
2018/06/16 09:57:45,22.9,47.9%,24.8
2018/06/16 10:02:45,22.9,47.9%,24.8
2018/06/16 10:07:45,22.9,47.9%,24.8
2018/06/16 10:12:45,22.9,47.9%,24.8
2018/06/16 10:17:45,22.9,47.9%,24.8
2018/06/16 10:22:45,22.9,47.9%,24.8
2018/06/16 10:27:45,22.9,47.9%,24.8
2018/06/16 10:32:45,22.9,47.9%,24.8
2018/06/16 10:37:45,22.9,47.9%,24.8
2018/06/16 10:42:45,22.9,47.9%,24.8
2018/06/16 10:47:45,22.9,48.0%,24.8
2018/06/16 10:52:45,22.9,48.0%,24.8
2018/06/16 10:57:45,22.9,48.0%,24.8
2018/06/16 11:02:45,22.9,48.0%,24.8
2018/06/16 11:07:45,22.9,48.0%,24.8
2018/06/16 11:12:45,22.9,48.0%,24.8
2018/06/16 11:17:45,22.9,48.0%,24.8
2018/06/16 11:22:45,22.9,48.0%,24.8
2018/06/16 11:27:45,22.9,48.0%,24.8
2018/06/16 11:32:45,22.9,48.0%,24.8
2018/06/16 11:37:45,22.9,48.0%,24.8
2018/06/16 11:42:45,22.9,48.0%,24.8
2018/06/16 11:52:49,27.5,35.7%,29.2
2018/06/16 11:57:49,27.5,35.7%,29.2
2018/06/16 12:02:49,27.5,35.7%,29.2
2018/06/16 12:07:49,27.5,35.7%,29.2
2018/06/16 12:12:49,27.5,35.7%,29.2
2018/06/16 12:17:49,27.5,35.7%,29.2
2018/06/16 12:22:49,27.5,35.7%,29.2
2018/06/16 12:27:49,27.5,35.7%,29.2
2018/06/16 12:32:49,27.5,35.6%,29.2
2018/06/16 12:37:49,27.5,35.6%,29.2
2018/06/16 12:42:49,27.5,35.7%,29.2
2018/06/16 12:47:49,27.5,35.7%,29.2
2018/06/16 12:52:49,27.5,35.7%,29.2
2018/06/16 12:57:49,27.5,35.7%,29.2
2018/06/16 13:02:49,27.5,35.6%,29.2
2018/06/16 13:07:49,27.5,35.7%,29.2
2018/06/16 13:12:49,27.5,35.7%,29.2
2018/06/16 13:17:50,27.5,35.7%,29.2
2018/06/16 13:22:50,27.5,35.6%,29.2
2018/06/16 13:27:50,27.5,35.7%,29.2
2018/06/16 13:32:50,27.5,35.6%,29.2
2018/06/16 13:37:50,27.5,35.6%,29.2
2018/06/16 13:42:50,27.5,35.6%,29.2
2018/06/16 13:47:50,27.5,35.6%,29.2
2018/06/16 13:52:50,27.5,35.6%,29.2
2018/06/16 13:57:50,27.5,35.6%,29.2
2018/06/16 14:02:50,27.5,35.6%,29.2
2018/06/16 14:07:50,27.5,35.7%,29.2
2018/06/16 14:17:53,28.3,34.4%,30.1
2018/06/16 14:22:54,28.3,34.5%,30.1
2018/06/16 14:27:54,28.3,34.5%,30.1
2018/06/16 14:32:54,28.3,34.4%,30.1
2018/06/16 14:37:54,28.3,34.5%,30.1
2018/06/16 14:42:54,28.3,34.5%,30.1
2018/06/16 14:47:54,28.3,34.4%,30.1
2018/06/16 14:52:54,28.4,34.5%,30.3
2018/06/16 14:57:54,28.3,34.4%,30.1
2018/06/16 15:02:54,28.3,34.4%,30.1
2018/06/16 15:07:54,28.3,34.4%,30.1
2018/06/16 15:12:54,28.4,34.4%,30.3
2018/06/16 15:17:54,28.4,34.4%,30.3
2018/06/16 15:22:54,28.3,34.4%,30.1
2018/06/16 15:27:54,28.3,34.4%,30.1
2018/06/16 15:32:54,28.4,34.4%,30.3
2018/06/16 15:37:54,28.4,34.4%,30.3
2018/06/16 15:42:54,28.4,34.4%,30.3
2018/06/16 15:47:54,28.4,34.4%,30.3
2018/06/16 15:52:54,28.4,34.4%,30.3
2018/06/16 15:57:54,28.4,34.4%,30.3
2018/06/16 16:02:54,28.4,34.4%,30.3
2018/06/16 16:07:54,28.4,34.4%,30.3
2018/06/16 16:12:54,28.4,34.4%,30.3
2018/06/16 16:17:54,28.4,34.3%,30.2
2018/06/16 16:22:54,28.4,34.4%,30.3
2018/06/16 16:27:54,28.4,34.3%,30.2
2018/06/16 16:32:54,28.4,34.3%,30.2
2018/06/16 16:37:54,28.4,34.4%,30.3
2018/06/16 16:42:55,28.4,34.3%,30.2
2018/06/16 16:47:55,28.4,34.3%,30.2
2018/06/16 16:52:55,28.4,34.3%,30.2
2018/06/16 16:57:55,28.4,34.3%,30.2
2018/06/16 17:02:55,28.4,34.3%,30.2
2018/06/16 17:07:55,28.4,34.3%,30.2
2018/06/16 17:12:55,28.4,34.3%,30.2
2018/06/16 17:17:55,28.4,34.3%,30.2
2018/06/16 17:27:58,30.0,29.4%,31.4
2018/06/16 17:32:58,30.0,29.4%,31.4
2018/06/16 17:37:58,30.0,29.4%,31.4
2018/06/16 17:42:58,30.0,29.4%,31.4
2018/06/16 17:47:58,30.0,29.4%,31.4
2018/06/16 17:52:59,30.0,29.4%,31.4
2018/06/16 17:57:59,30.0,29.4%,31.4
2018/06/16 18:02:59,30.0,29.4%,31.4
2018/06/16 18:07:59,30.0,29.4%,31.4
2018/06/16 18:12:59,30.0,29.4%,31.4
2018/06/16 18:17:59,30.0,29.4%,31.4
2018/06/16 18:22:59,30.0,29.4%,31.4
2018/06/16 18:27:59,30.0,29.4%,31.4
2018/06/16 18:32:59,30.0,29.4%,31.4
2018/06/16 18:37:59,30.0,29.4%,31.4
2018/06/16 18:42:59,30.0,29.4%,31.4
2018/06/16 18:47:59,30.0,29.4%,31.4
2018/06/16 18:52:59,30.0,29.4%,31.4
2018/06/16 18:57:59,30.0,29.4%,31.4
2018/06/16 19:02:59,30.0,29.4%,31.4
2018/06/16 19:07:59,30.0,29.4%,31.4
2018/06/16 19:12:59,30.0,29.4%,31.4
2018/06/16 19:17:59,30.0,29.4%,31.4
2018/06/16 19:22:59,30.0,29.4%,31.4
2018/06/16 19:27:59,30.0,29.4%,31.4
2018/06/16 19:32:59,30.0,29.4%,31.4
2018/06/16 19:37:59,30.0,29.4%,31.4
2018/06/16 19:42:59,30.0,29.4%,31.4
2018/06/16 19:47:59,30.0,29.4%,31.4
2018/06/16 19:52:59,30.0,29.4%,31.4
2018/06/16 19:57:59,30.0,29.4%,31.4
2018/06/16 20:02:59,30.0,29.4%,31.4
2018/06/16 20:07:59,30.0,29.4%,31.4
2018/06/16 20:12:59,30.0,29.4%,31.4
2018/06/16 20:17:59,30.0,29.4%,31.4
2018/06/16 20:22:59,30.0,29.4%,31.4
2018/06/16 20:27:59,30.0,29.4%,31.4
2018/06/16 20:32:59,30.0,29.4%,31.4
2018/06/16 20:38:00,30.0,29.5%,31.4
2018/06/16 20:43:00,30.0,29.4%,31.4
2018/06/16 20:48:00,30.0,29.5%,31.4
2018/06/16 20:53:00,30.0,29.5%,31.4
2018/06/16 20:58:00,30.0,29.5%,31.4
2018/06/16 21:03:00,30.0,29.5%,31.4
2018/06/16 21:08:00,30.0,29.5%,31.4
2018/06/16 21:13:00,30.0,29.5%,31.4
2018/06/16 21:18:00,30.0,29.5%,31.4
2018/06/16 21:23:00,30.0,29.5%,31.4
2018/06/16 21:28:00,30.0,29.5%,31.4
2018/06/16 21:33:00,30.0,29.5%,31.4
2018/06/16 21:38:00,30.0,29.5%,31.4
2018/06/16 21:43:00,30.0,29.5%,31.4
2018/06/16 21:48:00,30.0,29.5%,31.4
2018/06/16 21:53:00,30.0,29.5%,31.4
2018/06/16 21:58:00,30.0,29.5%,31.4
2018/06/16 22:03:00,30.0,29.5%,31.4
2018/06/16 22:08:00,30.0,29.4%,31.4
2018/06/16 22:13:00,30.0,29.5%,31.4
2018/06/16 22:18:00,30.0,29.5%,31.4
2018/06/16 22:23:00,30.0,29.5%,31.4
2018/06/16 22:28:00,30.0,29.5%,31.4
2018/06/16 22:33:00,30.0,29.5%,31.4
2018/06/16 22:38:00,30.0,29.5%,31.4
2018/06/16 22:43:00,30.0,29.5%,31.4
2018/06/16 22:48:00,30.0,29.5%,31.4
2018/06/16 22:53:00,30.0,29.5%,31.4
2018/06/16 22:58:00,30.0,29.5%,31.4
2018/06/16 23:03:00,30.0,29.5%,31.4
2018/06/16 23:08:00,30.0,29.5%,31.4
2018/06/16 23:13:01,30.0,29.4%,31.4
2018/06/16 23:18:01,30.0,29.5%,31.4
2018/06/16 23:23:01,30.0,29.5%,31.4
2018/06/16 23:28:01,30.0,29.5%,31.4
2018/06/16 23:33:01,30.0,29.5%,31.4
2018/06/16 23:38:01,30.0,29.5%,31.4
2018/06/16 23:43:01,30.0,29.5%,31.4
2018/06/16 23:48:01,30.0,29.5%,31.4
2018/06/16 23:53:01,30.0,29.5%,31.4
2018/06/16 23:58:01,30.0,29.5%,31.4
2018/06/17 00:03:01,30.0,29.5%,31.4
2018/06/17 00:08:01,30.0,29.5%,31.4
2018/06/17 00:13:01,30.0,29.5%,31.4
2018/06/17 00:18:01,30.0,29.5%,31.4
2018/06/17 00:23:01,30.0,29.5%,31.4
2018/06/17 00:28:01,30.0,29.5%,31.4
2018/06/17 00:33:01,30.0,29.4%,31.4
2018/06/17 00:38:01,30.0,29.5%,31.4
2018/06/17 00:43:01,30.0,29.4%,31.4
2018/06/17 00:48:01,30.0,29.4%,31.4
2018/06/17 00:53:01,30.0,29.4%,31.4
2018/06/17 00:58:01,30.0,29.4%,31.4
2018/06/17 01:03:01,30.0,29.4%,31.4
2018/06/17 01:08:01,30.0,29.5%,31.4
2018/06/17 01:13:01,30.0,29.5%,31.4
2018/06/17 01:18:01,30.0,29.4%,31.4
2018/06/17 01:23:01,30.0,29.5%,31.4
2018/06/17 01:28:01,30.0,29.5%,31.4
2018/06/17 01:33:01,30.0,29.5%,31.4
2018/06/17 01:38:01,30.0,29.5%,31.4
2018/06/17 01:43:01,30.0,29.5%,31.4
2018/06/17 01:48:01,30.0,29.5%,31.4
2018/06/17 01:53:02,30.0,29.5%,31.4
2018/06/17 01:58:02,30.0,29.5%,31.4
2018/06/17 02:03:02,30.0,29.5%,31.4
2018/06/17 02:08:02,30.0,29.5%,31.4
2018/06/17 02:13:02,30.0,29.4%,31.4
2018/06/17 02:18:02,30.0,29.4%,31.4
2018/06/17 02:23:02,30.0,29.4%,31.4
2018/06/17 02:28:02,30.0,29.4%,31.4
2018/06/17 02:33:02,30.0,29.4%,31.4
2018/06/17 02:38:02,30.0,29.4%,31.4
2018/06/17 02:43:02,30.0,29.4%,31.4
2018/06/17 02:48:02,30.0,29.4%,31.4
2018/06/17 02:53:02,30.0,29.4%,31.4
2018/06/17 02:58:02,30.0,29.4%,31.4
2018/06/17 03:03:02,30.0,29.4%,31.4
2018/06/17 03:08:02,30.0,29.4%,31.4
2018/06/17 03:13:02,30.0,29.4%,31.4
2018/06/17 03:18:02,30.0,29.4%,31.4
2018/06/17 03:23:02,30.0,29.4%,31.4
2018/06/17 03:28:02,30.0,29.4%,31.4
2018/06/17 03:33:02,30.0,29.4%,31.4
2018/06/17 03:38:02,30.0,29.4%,31.4
2018/06/17 03:43:02,30.0,29.4%,31.4
2018/06/17 03:48:02,30.0,29.4%,31.4
2018/06/17 03:53:02,30.0,29.4%,31.4
2018/06/17 03:58:02,30.0,29.4%,31.4
2018/06/17 04:03:02,30.0,29.4%,31.4
2018/06/17 04:08:02,30.0,29.4%,31.4
2018/06/17 04:13:02,30.0,29.4%,31.4
2018/06/17 04:18:02,30.0,29.5%,31.4
2018/06/17 04:23:02,30.0,29.4%,31.4
2018/06/17 04:28:03,30.0,29.4%,31.4
2018/06/17 04:33:03,29.9,29.4%,31.2
2018/06/17 04:38:03,30.0,29.4%,31.4
2018/06/17 04:43:03,30.0,29.4%,31.4
2018/06/17 04:48:03,30.0,29.4%,31.4
2018/06/17 04:53:03,30.0,29.4%,31.4
2018/06/17 04:58:03,30.0,29.4%,31.4
2018/06/17 05:03:03,30.0,29.5%,31.4
2018/06/17 05:08:03,30.0,29.5%,31.4
2018/06/17 05:13:03,30.0,29.5%,31.4
2018/06/17 05:18:03,30.0,29.5%,31.4
2018/06/17 05:23:03,30.0,29.5%,31.4
2018/06/17 05:28:03,30.0,29.4%,31.4
2018/06/17 05:33:03,30.0,29.5%,31.4
2018/06/17 05:38:03,30.0,29.4%,31.4
2018/06/17 05:43:03,30.0,29.4%,31.4
2018/06/17 05:48:03,30.0,29.4%,31.4
2018/06/17 05:53:03,30.0,29.4%,31.4
2018/06/17 05:58:03,30.0,29.4%,31.4
2018/06/17 06:03:03,30.0,29.4%,31.4
2018/06/17 06:08:03,30.0,29.4%,31.4
2018/06/17 06:13:03,30.0,29.4%,31.4
2018/06/17 06:18:03,29.9,29.4%,31.2
2018/06/17 06:23:03,29.9,29.4%,31.2
2018/06/17 06:28:03,29.9,29.4%,31.2
2018/06/17 06:33:03,29.9,29.4%,31.2
2018/06/17 06:38:03,29.9,29.4%,31.2
2018/06/17 06:43:03,30.0,29.4%,31.4
2018/06/17 06:48:03,30.0,29.4%,31.4
2018/06/17 06:53:04,30.0,29.4%,31.4
2018/06/17 06:58:04,30.0,29.4%,31.4
2018/06/17 07:03:04,30.0,29.5%,31.4
2018/06/17 07:13:07,25.9,42.2%,28.2
2018/06/17 07:18:07,25.9,42.2%,28.2
2018/06/17 07:23:07,25.9,42.2%,28.2
2018/06/17 07:28:07,25.9,42.2%,28.2
2018/06/17 07:33:07,25.9,42.2%,28.2
2018/06/17 07:38:07,25.9,42.2%,28.2
2018/06/17 07:43:07,25.9,42.2%,28.2
2018/06/17 07:48:07,25.9,42.2%,28.2
2018/06/17 07:53:07,25.9,42.2%,28.2
2018/06/17 07:58:07,25.9,42.2%,28.2
2018/06/17 08:03:07,25.9,42.2%,28.2
2018/06/17 08:08:08,25.9,42.2%,28.2
2018/06/17 08:13:08,25.9,42.2%,28.2
2018/06/17 08:18:08,25.9,42.2%,28.2
2018/06/17 08:23:08,25.9,42.2%,28.2
2018/06/17 08:28:08,25.9,42.2%,28.2
2018/06/17 08:33:08,25.9,42.2%,28.2
2018/06/17 08:38:08,25.9,42.1%,28.2
2018/06/17 08:43:08,25.9,42.2%,28.2
2018/06/17 08:48:08,25.9,42.1%,28.2
2018/06/17 08:53:08,25.9,42.1%,28.2
2018/06/17 08:58:08,25.9,42.1%,28.2
2018/06/17 09:03:08,25.9,42.1%,28.2
2018/06/17 09:13:12,27.3,38.7%,29.6
2018/06/17 09:18:12,27.3,38.7%,29.6
2018/06/17 09:23:12,27.3,38.7%,29.6
2018/06/17 09:28:12,27.3,38.7%,29.6
2018/06/17 09:33:12,27.3,38.7%,29.6
2018/06/17 09:38:12,27.3,38.7%,29.6
2018/06/17 09:43:12,27.3,38.7%,29.6
2018/06/17 09:48:12,27.3,38.7%,29.6
2018/06/17 09:53:12,27.3,38.7%,29.6
2018/06/17 09:58:12,27.4,38.8%,29.7
2018/06/17 10:03:12,27.3,38.7%,29.6
2018/06/17 10:08:12,27.3,38.7%,29.6
2018/06/17 10:13:12,27.3,38.7%,29.6
2018/06/17 10:18:12,27.3,38.7%,29.6
2018/06/17 10:23:12,27.4,38.7%,29.7
2018/06/17 10:28:12,27.3,38.7%,29.6
2018/06/17 10:33:12,27.3,38.7%,29.6
2018/06/17 10:38:12,27.3,38.7%,29.6
2018/06/17 10:43:12,27.4,38.8%,29.7
2018/06/17 10:48:12,27.4,38.8%,29.7
2018/06/17 10:53:12,27.3,38.7%,29.6
2018/06/17 10:58:12,27.4,38.8%,29.7
2018/06/17 11:03:12,27.4,38.8%,29.7
2018/06/17 11:08:12,27.4,38.8%,29.7
2018/06/17 11:13:12,27.4,38.8%,29.7
2018/06/17 11:18:12,27.4,38.8%,29.7
2018/06/17 11:23:12,27.4,38.8%,29.7
2018/06/17 11:28:12,27.4,38.8%,29.7
2018/06/17 11:33:12,27.4,38.7%,29.7
2018/06/17 11:38:13,27.4,38.8%,29.7
2018/06/17 11:43:13,27.4,38.7%,29.7
2018/06/17 11:48:13,27.4,38.7%,29.7
2018/06/17 11:53:13,27.4,38.7%,29.7
2018/06/17 11:58:13,27.4,38.7%,29.7
2018/06/17 12:03:13,27.4,38.7%,29.7
2018/06/17 12:08:13,27.3,38.7%,29.6
2018/06/17 12:13:13,27.4,38.7%,29.7
2018/06/17 12:18:13,27.4,38.7%,29.7
2018/06/17 12:23:13,27.4,38.7%,29.7
2018/06/17 12:28:13,27.3,38.7%,29.6
2018/06/17 12:33:13,27.3,38.7%,29.6
2018/06/17 12:38:13,27.4,38.7%,29.7
2018/06/17 12:43:13,27.4,38.7%,29.7
2018/06/17 12:48:13,27.4,38.7%,29.7
2018/06/17 12:53:13,27.4,38.7%,29.7
2018/06/17 12:58:13,27.4,38.7%,29.7
2018/06/17 13:03:13,27.4,38.7%,29.7
2018/06/17 13:08:13,27.4,38.7%,29.7
2018/06/17 13:18:17,28.9,36.8%,31.5
2018/06/17 13:23:17,28.9,36.8%,31.5
2018/06/17 13:28:17,28.9,36.8%,31.5
